Thème,Artiste,Titre,Lien YouTube (démarre à l'extrait joué),On garde,Commentaire / Remplacer par
Tubes des années 2000,Kesha,We R Who We R,https://www.youtube.com/watch?v=mXvmSaE0JXA&t=49s,TRUE,
Tubes des années 2000,Lady Gaga,Bad Romance,https://www.youtube.com/watch?v=qrO4YZeyl0I&t=32s,TRUE,
Tubes des années 2000,Lady Gaga,Poker Face,https://www.youtube.com/watch?v=bESGLojNYSo&t=68s,TRUE,
Tubes des années 2000,Lady Gaga,Just Dance,https://www.youtube.com/watch?v=2Abk1jAONjw&t=57s,TRUE,
Tubes des années 2000,Lana Del Rey,Summertime Sadness,https://www.youtube.com/watch?v=TdrL3QxjyVw&t=63s,TRUE,
Tubes des années 2000,Lana Del Rey,Young and Beautiful,https://www.youtube.com/watch?v=o_1aF54DO60&t=54s,TRUE,
Tubes des années 2000,Lana Del Rey,Born To Die,https://www.youtube.com/watch?v=Bag1gUxuU0g&t=73s,TRUE,
Tubes des années 2000,Mark Ronson,Uptown Funk,https://www.youtube.com/watch?v=OPf0YbXqDm0&t=40s,TRUE,
Tubes des années 2000,Mark Ronson,Valerie,https://www.youtube.com/watch?v=bixuI_GV5I0&t=52s,TRUE,
Tubes des années 2000,Mark Ronson,Nothing Breaks Like a Heart,https://www.youtube.com/watch?v=A9hcJgtnm6Q&t=57s,TRUE,
Tubes des années 2000,Maroon 5,Moves Like Jagger,https://www.youtube.com/watch?v=iEPTlhBmwRg&t=71s,TRUE,
Tubes des années 2000,Maroon 5,She Will Be Loved,https://www.youtube.com/watch?v=nIjVuRTm-dc&t=56s,TRUE,
Tubes des années 2000,Maroon 5,Sugar,https://www.youtube.com/watch?v=09R8_2nJtjg&t=82s,TRUE,
Tubes des années 2000,Miley Cyrus,Wrecking Ball,https://www.youtube.com/watch?v=My2FRPA3Gf8&t=56s,TRUE,
Tubes des années 2000,Miley Cyrus,Party In The U.S.A.,https://www.youtube.com/watch?v=M11SvDtPBhA&t=44s,TRUE,
Tubes des années 2000,Miley Cyrus,We Can't Stop,https://www.youtube.com/watch?v=LrUvu1mlWco&t=38s,TRUE,
Tubes des années 2000,Nelly Furtado,Say It Right,https://www.youtube.com/watch?v=6JnGBs88sL0&t=52s,TRUE,
Tubes des années 2000,Nelly Furtado,Promiscuous,https://www.youtube.com/watch?v=0J3vgcE5i2o&t=27s,TRUE,
Tubes des années 2000,Nelly Furtado,Maneater,https://www.youtube.com/watch?v=PLolag3YSYU&t=54s,TRUE,
Tubes des années 2000,Nickelback,How You Remind Me,https://www.youtube.com/watch?v=Aiay8I5IPB8&t=57s,TRUE,
Tubes des années 2000,Nickelback,Rockstar,https://www.youtube.com/watch?v=DmeUuoxyt_E&t=61s,TRUE,
Tubes des années 2000,Nickelback,Far Away,https://www.youtube.com/watch?v=j4y-RzVGrHg&t=66s,TRUE,
Tubes des années 2000,OneRepublic,Counting Stars,https://www.youtube.com/watch?v=hT_nvWreIhg&t=18s,TRUE,
Tubes des années 2000,OneRepublic,Apologize,https://www.youtube.com/watch?v=-rKUT6zugJ0&t=51s,TRUE,
Tubes des années 2000,OneRepublic,Secrets,https://www.youtube.com/watch?v=qHm9MG9xw1o&t=53s,TRUE,
Tubes des années 2000,OutKast,Hey Ya!,https://www.youtube.com/watch?v=PWgvGjAhvIw&t=43s,TRUE,
Tubes des années 2000,OutKast,Ms. Jackson,https://www.youtube.com/watch?v=MYxAiK6VnXw&t=18s,TRUE,
Tubes des années 2000,OutKast,Roses,https://www.youtube.com/watch?v=gWju37TZfo0&t=64s,TRUE,
Tubes des années 2000,P!nk,So What,https://www.youtube.com/watch?v=FJfFZqTlWrQ&t=45s,TRUE,
Tubes des années 2000,P!nk,Just Give Me A Reason,https://www.youtube.com/watch?v=OpQFFLBMEPI&t=59s,TRUE,
Tubes des années 2000,P!nk,Raise Your Glass,https://www.youtube.com/watch?v=XjVNlG5cZyQ&t=48s,TRUE,
Tubes des années 2000,Pitbull,Give Me Everything,https://www.youtube.com/watch?v=EPo5wWmKEaI&t=51s,TRUE,
Tubes des années 2000,Pitbull,I Know You Want Me (Calle Ocho),https://www.youtube.com/watch?v=E2tMV96xULk&t=39s,TRUE,
Tubes des années 2000,Pitbull,Rain Over Me,https://www.youtube.com/watch?v=SmM0653YvXU&t=48s,TRUE,
Tubes des années 2000,Rihanna,Umbrella,https://www.youtube.com/watch?v=CvBfHwUxHIk&t=76s,TRUE,
Tubes des années 2000,Rihanna,Diamonds,https://www.youtube.com/watch?v=lWA2pjMjpBs&t=58s,TRUE,
Tubes des années 2000,Rihanna,Only Girl (In The World),https://www.youtube.com/watch?v=pa14VNsdSYM&t=61s,TRUE,
Tubes des années 2000,Sean Paul,Temperature,https://www.youtube.com/watch?v=dW2MmuA1nI4&t=32s,TRUE,
Tubes des années 2000,Sean Paul,Get Busy,https://www.youtube.com/watch?v=oPQ3o14ksaM&t=22s,TRUE,
Tubes des années 2000,Sean Paul,Give It Up To Me,https://www.youtube.com/watch?v=bMoNV9oWs2E&t=41s,TRUE,
Tubes des années 2000,Shakira,Hips Don't Lie,https://www.youtube.com/watch?v=DUT5rEU6pqM&t=29s,TRUE,
Tubes des années 2000,Shakira,Waka Waka (This Time for Africa),https://www.youtube.com/watch?v=pRpeEdMmmQ0&t=56s,TRUE,
Tubes des années 2000,Shakira,"Whenever, Wherever",https://www.youtube.com/watch?v=weRHyjj34ZE&t=44s,TRUE,
Tubes des années 2000,Sia,Chandelier,https://www.youtube.com/watch?v=2vjPBrBU-TM&t=58s,TRUE,
Tubes des années 2000,Sia,Cheap Thrills,https://www.youtube.com/watch?v=31crA53Dgu0&t=46s,TRUE,
Tubes des années 2000,Sia,Elastic Heart,https://www.youtube.com/watch?v=KWZGAExj-es&t=64s,TRUE,
Tubes des années 2000,Snoop Dogg,Drop It Like It's Hot,https://www.youtube.com/watch?v=GtUVQei3nX4&t=28s,TRUE,
Tubes des années 2000,Snoop Dogg,"Young, Wild and Free",https://www.youtube.com/watch?v=Wa5B22KAkEk&t=39s,TRUE,
Tubes des années 2000,Snoop Dogg,Sensual Seduction,https://www.youtube.com/watch?v=Y1PVmANeyAg&t=44s,TRUE,
Tubes des années 2000,Taylor Swift,Shake It Off,https://www.youtube.com/watch?v=nfWlot6h_JM&t=52s,TRUE,
Tubes des années 2000,Taylor Swift,Blank Space,https://www.youtube.com/watch?v=e-ORhEE9VVg&t=66s,TRUE,
Tubes des années 2000,Taylor Swift,You Belong With Me,https://www.youtube.com/watch?v=VuNIsY6JdUw&t=58s,TRUE,
Tubes des années 2000,The Black Eyed Peas,I Gotta Feeling,https://www.youtube.com/watch?v=uSD4vsh1zDA&t=31s,TRUE,
Tubes des années 2000,The Black Eyed Peas,Where Is The Love?,https://www.youtube.com/watch?v=WpYeekQkAdc&t=51s,TRUE,
Tubes des années 2000,The Black Eyed Peas,Boom Boom Pow,https://www.youtube.com/watch?v=4m48GqaOz90&t=26s,TRUE,
Tubes des années 2000,Usher,Yeah!,https://www.youtube.com/watch?v=GxBSyx85Kp8&t=26s,TRUE,
Tubes des années 2000,Usher,DJ Got Us Fallin' In Love,https://www.youtube.com/watch?v=C-dvTjK_07c&t=43s,TRUE,
Tubes des années 2000,Usher,OMG,https://www.youtube.com/watch?v=1RnPB76mjxI&t=47s,TRUE,
Variété française,Alizée,Moi... Lolita,https://www.youtube.com/watch?v=QpbHdIrtpNo&t=47s,TRUE,
Variété française,Alizée,J'en ai marre !,https://www.youtube.com/watch?v=G4LIM9VYhB0&t=51s,TRUE,
Variété française,Alizée,Gourmandises,https://www.youtube.com/watch?v=pvh-ieuM8yg&t=57s,TRUE,
Variété française,Amir,J'ai cherché,https://www.youtube.com/watch?v=kQysGibXphE&t=53s,TRUE,
Variété française,Amir,On dirait,https://www.youtube.com/watch?v=MBFQ0NK-xF8&t=47s,TRUE,
Variété française,Amir,États d'amour,https://www.youtube.com/watch?v=UKcWushnRpQ&t=56s,TRUE,
Variété française,Angèle,Balance Ton Quoi,https://www.youtube.com/watch?v=Hi7Rx3En7-k&t=62s,TRUE,
Variété française,Angèle,Tout Oublier,https://www.youtube.com/watch?v=Fy1xQSiLx8U&t=48s,TRUE,
Variété française,Angèle,La Loi de Murphy,https://www.youtube.com/watch?v=zGyThu7EAHQ&t=52s,TRUE,
Variété française,Aya Nakamura,Djadja,https://www.youtube.com/watch?v=iPGgnzc34tY&t=20s,TRUE,
Variété française,Aya Nakamura,Copines,https://www.youtube.com/watch?v=EkGiGf8utCM&t=36s,TRUE,
Variété française,Aya Nakamura,Pookie,https://www.youtube.com/watch?v=_bPa-VG0AWo&t=18s,TRUE,
Variété française,Bigflo & Oli,Dommage,https://www.youtube.com/watch?v=8AF-Sm8d8yk&t=36s,TRUE,
Variété française,Bigflo & Oli,Sur la lune,https://www.youtube.com/watch?v=wv7yHnwQMPc&t=52s,TRUE,
Variété française,Bigflo & Oli,Papa,https://www.youtube.com/watch?v=dMIPaab43Hw&t=70s,TRUE,
Variété française,Black M,Sur ma route,https://www.youtube.com/watch?v=U-Z_bZS8t3M&t=57s,TRUE,
Variété française,Black M,Mme Pavoshko,https://www.youtube.com/watch?v=zxdA9XnC120&t=68s,TRUE,
Variété française,Black M,Je ne dirai rien,https://www.youtube.com/watch?v=IMDTr8d8ZVE&t=54s,TRUE,
Variété française,Calogero,En Apesanteur,https://www.youtube.com/watch?v=jasIqn8IifQ&t=53s,TRUE,
Variété française,Calogero,Face à la mer,https://www.youtube.com/watch?v=MFhKnRLEihE&t=49s,TRUE,
Variété française,Calogero,Un Jour Au Mauvais Endroit,https://www.youtube.com/watch?v=W0xjW-e4KEg&t=69s,TRUE,
Variété française,Charles Aznavour,La bohème,https://www.youtube.com/watch?v=fVfnEyLOkrM&t=18s,TRUE,
Variété française,Charles Aznavour,Emmenez-moi,https://www.youtube.com/watch?v=0OrKMaeQUx0&t=58s,TRUE,
Variété française,Charles Aznavour,Hier encore,https://www.youtube.com/watch?v=dbxyKR1P8vA&t=12s,TRUE,
Variété française,Christophe Maé,Il est où le bonheur,https://www.youtube.com/watch?v=m5qXr9lLdwA&t=47s,TRUE,
Variété française,Christophe Maé,On s'attache,https://www.youtube.com/watch?v=rjsG_WGzgTA&t=51s,TRUE,
Variété française,Christophe Maé,"Dingue, Dingue, Dingue",https://www.youtube.com/watch?v=Rwv1djaV6Fc&t=43s,TRUE,
Variété française,Clara Luciani,La grenade,https://www.youtube.com/watch?v=85m-Qgo9_nE&t=51s,TRUE,
Variété française,Clara Luciani,Respire encore,https://www.youtube.com/watch?v=uWH00ehhLP8&t=56s,TRUE,
Variété française,Clara Luciani,Ma soeur,https://www.youtube.com/watch?v=mU63HJ3NYTM&t=61s,TRUE,
Variété française,Céline Dion,Pour que tu m'aimes encore,https://www.youtube.com/watch?v=AzaTyxMduH4&t=68s,TRUE,
Variété française,Céline Dion,Je sais pas,https://www.youtube.com/watch?v=zCsuKp9ewLY&t=72s,TRUE,
Variété française,Céline Dion,Encore un soir,https://www.youtube.com/watch?v=9bLD0tVep9M&t=65s,TRUE,
Variété française,Dadju,Reine,https://www.youtube.com/watch?v=tVKaN_H35xs&t=38s,TRUE,
Variété française,Dadju,Bob Marley,https://www.youtube.com/watch?v=hQU_pgyCL6k&t=43s,TRUE,
Variété française,Dadju,Jaloux,https://www.youtube.com/watch?v=254EHfv9RvM&t=51s,TRUE,
Variété française,Daniel Balavoine,L'Aziza,https://www.youtube.com/watch?v=O4ACXQxCgc8&t=53s,TRUE,
Variété française,Daniel Balavoine,Tous les cris les S.O.S.,https://www.youtube.com/watch?v=urWV2OjAmUQ&t=75s,TRUE,
Variété française,Daniel Balavoine,Le chanteur,https://www.youtube.com/watch?v=HXdP15Ubu6M&t=12s,TRUE,
Variété française,Florent Pagny,Savoir Aimer,https://www.youtube.com/watch?v=g-gh2hIRhkc&t=60s,TRUE,
Variété française,Florent Pagny,Ma Liberté De Penser,https://www.youtube.com/watch?v=6w5vWHqU3uM&t=52s,TRUE,
Variété française,Florent Pagny,Et Un Jour Une Femme,https://www.youtube.com/watch?v=bTUeD0KQc_c&t=71s,TRUE,
Variété française,France Gall,"Ella, elle l'a",https://www.youtube.com/watch?v=lgHGU8gqz9U&t=38s,TRUE,
Variété française,France Gall,Résiste,https://www.youtube.com/watch?v=I5mlAZkibgw&t=54s,TRUE,
Variété française,France Gall,Il jouait du piano debout,https://www.youtube.com/watch?v=7l7eXx_8DHY&t=49s,TRUE,
Variété française,Francis Cabrel,Je l'aime à mourir,https://www.youtube.com/watch?v=MzvlalfN0Es&t=40s,TRUE,
Variété française,Francis Cabrel,Petite Marie,https://www.youtube.com/watch?v=GV85QI6NjM0&t=24s,TRUE,
Variété française,Francis Cabrel,L'encre de tes yeux,https://www.youtube.com/watch?v=aKkvU_NnPhg&t=18s,TRUE,
Variété française,Gims,Bella,https://www.youtube.com/watch?v=rMltoD1jCGI&t=40s,TRUE,
Variété française,Gims,Sapés comme jamais,https://www.youtube.com/watch?v=4bPGxLxogvw&t=28s,TRUE,
Variété française,Gims,Est-ce que tu m'aimes ?,https://www.youtube.com/watch?v=6TpyRE_juyA&t=52s,TRUE,
Variété française,Grand Corps Malade,Mesdames,https://www.youtube.com/watch?v=TC7aA1WIkyQ&t=33s,TRUE,
Variété française,Grand Corps Malade,Mais je t'aime,https://www.youtube.com/watch?v=7ss-xmvLGFw&t=58s,TRUE,
Variété française,Grand Corps Malade,Nos plus belles années,https://www.youtube.com/watch?v=oVB92jV9za0&t=55s,TRUE,
Variété française,Hoshi,Ta Marinière,https://www.youtube.com/watch?v=DipEiYAyKxY&t=51s,TRUE,
Variété française,Hoshi,Amour censure,https://www.youtube.com/watch?v=nCKtYXIh1Ac&t=45s,TRUE,
Variété française,Hoshi,Comment je vais faire,https://www.youtube.com/watch?v=uqROarXJAHg&t=56s,TRUE,
Variété française,Indila,Dernière Danse,https://www.youtube.com/watch?v=K5KAc5CoCuk&t=38s,TRUE,
Variété française,Indila,Love Story,https://www.youtube.com/watch?v=DF3XjEhJ40Y&t=30s,TRUE,
Variété française,Indila,Tourner Dans Le Vide,https://www.youtube.com/watch?v=vtNJMAyeP0s&t=68s,TRUE,
Variété française,Jacques Brel,Ne me quitte pas,https://www.youtube.com/watch?v=oR_SZR_tmxM&t=20s,TRUE,
Variété française,Jacques Brel,La chanson des vieux amants,https://www.youtube.com/watch?v=dU-OD5_Dxrs&t=19s,TRUE,
Variété française,Jacques Brel,Vesoul,https://www.youtube.com/watch?v=tVKWiseNGUU&t=16s,TRUE,
Variété française,Jean-Jacques Goldman,Je te donne,https://www.youtube.com/watch?v=493R05ifNsI&t=54s,TRUE,
Variété française,Jean-Jacques Goldman,Envole-moi,https://www.youtube.com/watch?v=oltptNDHocw&t=47s,TRUE,
Variété française,Jean-Jacques Goldman,Comme toi,https://www.youtube.com/watch?v=ySZBnMukO8g&t=62s,TRUE,
Variété française,Joe Dassin,L'été indien,https://www.youtube.com/watch?v=tQb4eWCAq8c&t=63s,TRUE,
Variété française,Joe Dassin,Et si tu n'existais pas,https://www.youtube.com/watch?v=fVCAFvIq_F8&t=18s,TRUE,
Variété française,Joe Dassin,Les Champs-Elysées,https://www.youtube.com/watch?v=1JhYYUWOBBs&t=12s,TRUE,
Variété française,Johnny Hallyday,Allumer Le Feu,https://www.youtube.com/watch?v=s3O1Xro7oAI&t=64s,TRUE,
Variété française,Johnny Hallyday,Je te promets,https://www.youtube.com/watch?v=-TkrMyXYbik&t=55s,TRUE,
Variété française,Johnny Hallyday,Marie,https://www.youtube.com/watch?v=2aOLW_R9-E4&t=52s,TRUE,
Variété française,Julien Doré,Le lac,https://www.youtube.com/watch?v=9UXSWGsjAUQ&t=66s,TRUE,
Variété française,Julien Doré,Coco Câline,https://www.youtube.com/watch?v=Zqn41lMIGg8&t=54s,TRUE,
Variété française,Julien Doré,Paris-Seychelles,https://www.youtube.com/watch?v=cmE_aahc448&t=59s,TRUE,
Variété française,Kendji Girac,Andalouse,https://www.youtube.com/watch?v=FndmvPkI1Ms&t=27s,TRUE,
Variété française,Kendji Girac,Color Gitano,https://www.youtube.com/watch?v=63K5VMx2BZM&t=42s,TRUE,
Variété française,Kendji Girac,Conmigo,https://www.youtube.com/watch?v=7uG6E6bVKU0&t=36s,TRUE,
Variété française,Lomepal,Trop beau,https://www.youtube.com/watch?v=Bkm03KcnKHE&t=50s,TRUE,
Variété française,Lomepal,Yeux disent,https://www.youtube.com/watch?v=FmUDe7P0fzg&t=45s,TRUE,
Variété française,Lomepal,1000°C,https://www.youtube.com/watch?v=iXp9xuNi0mU&t=31s,TRUE,
Variété française,Louane,Avenir,https://www.youtube.com/watch?v=niyGWxVE-e4&t=58s,TRUE,
Variété française,Louane,Jour 1,https://www.youtube.com/watch?v=yleB8fUXudw&t=55s,TRUE,
Variété française,Louane,Si t'étais là,https://www.youtube.com/watch?v=yo-CCYzm_SQ&t=50s,TRUE,
Variété française,Louise Attaque,J't'emmène au vent,https://www.youtube.com/watch?v=BRTDC9Z5UdE&t=37s,TRUE,
Variété française,Louise Attaque,Ton invitation,https://www.youtube.com/watch?v=ApWnXUavKOc&t=21s,TRUE,
Variété française,Louise Attaque,Léa,https://www.youtube.com/watch?v=Wt6eHMIhVxI&t=26s,TRUE,
Variété française,M. Pokora,Belinda,https://www.youtube.com/watch?v=H93wmV82FwE&t=41s,TRUE,
Variété française,M. Pokora,Juste un instant,https://www.youtube.com/watch?v=IJ-uPxVYsbA&t=57s,TRUE,
Variété française,M. Pokora,Cette année là,https://www.youtube.com/watch?v=6SgnOYK9HuI&t=29s,TRUE,
Variété française,Michel Sardou,Les lacs du Connemara,https://www.youtube.com/watch?v=bpEmjxobvbY&t=82s,TRUE,
Variété française,Michel Sardou,La maladie d'amour,https://www.youtube.com/watch?v=6YJ_V5V9Zek&t=38s,TRUE,
Variété française,Michel Sardou,En chantant,https://www.youtube.com/watch?v=CHp4Z8xZpsM&t=48s,TRUE,
Variété française,Mylène Farmer,California,https://www.youtube.com/watch?v=JAS2XAvINtc&t=74s,TRUE,
Variété française,Mylène Farmer,Appelle mon numéro,https://www.youtube.com/watch?v=fdqn6JekZwc&t=59s,TRUE,
Variété française,Mylène Farmer,C'est une belle journée,https://www.youtube.com/watch?v=huZTRymyfpU&t=55s,TRUE,
Variété française,Nekfeu,On Verra,https://www.youtube.com/watch?v=YltjliK0ZeA&t=46s,TRUE,
Variété française,Nekfeu,Ma dope,https://www.youtube.com/watch?v=Z68u6dJqoI0&t=35s,TRUE,
Variété française,Nekfeu,Egérie,https://www.youtube.com/watch?v=yEyTe-QzyfQ&t=44s,TRUE,
Variété française,Orelsan,Basique,https://www.youtube.com/watch?v=2bjk26RwjyU&t=22s,TRUE,
Variété française,Orelsan,La pluie,https://www.youtube.com/watch?v=37StRy0LEbI&t=32s,TRUE,
Variété française,Orelsan,Défaite de famille,https://www.youtube.com/watch?v=wRQEfN8PGYI&t=42s,TRUE,
Variété française,Renaud,Mistral gagnant,https://www.youtube.com/watch?v=_YqzuE-5RE8&t=15s,TRUE,
Variété française,Renaud,Manhattan Kaboul,https://www.youtube.com/watch?v=0qeV8PDBH8E&t=52s,TRUE,
Variété française,Renaud,Les Bobos,https://www.youtube.com/watch?v=LZzR7-apnKA&t=38s,TRUE,
Variété française,Sexion d'Assaut,Désolé,https://www.youtube.com/watch?v=NLAbYWKwrfk&t=43s,TRUE,
Variété française,Sexion d'Assaut,Avant qu'elle parte,https://www.youtube.com/watch?v=lN2ozTZNJC0&t=54s,TRUE,
Variété française,Sexion d'Assaut,Ma direction,https://www.youtube.com/watch?v=Y7-vP7TnluY&t=48s,TRUE,
Variété française,Slimane,Paname,https://www.youtube.com/watch?v=Xs90a3K9aIU&t=42s,TRUE,
Variété française,Slimane,Adieu,https://www.youtube.com/watch?v=fBZ0SAs8m_Q&t=62s,TRUE,
Variété française,Slimane,Des milliers de je t'aime,https://www.youtube.com/watch?v=LZRnvEEgAW0&t=52s,TRUE,
Variété française,Soprano,Cosmo,https://www.youtube.com/watch?v=3-IUHJdiE5Q&t=54s,TRUE,
Variété française,Soprano,Clown,https://www.youtube.com/watch?v=k1niwMJLFP4&t=64s,TRUE,
Variété française,Soprano,Roule,https://www.youtube.com/watch?v=ne9Qa1x8_rE&t=58s,TRUE,
Variété française,Stromae,Papaoutai,https://www.youtube.com/watch?v=oiKj0Z_Xnjc&t=55s,TRUE,
Variété française,Stromae,Alors on danse,https://www.youtube.com/watch?v=VHoT4N43jK8&t=14s,TRUE,
Variété française,Stromae,Formidable,https://www.youtube.com/watch?v=S_xH7noaqTA&t=24s,TRUE,
Variété française,Vanessa Paradis,Joe Le Taxi,https://www.youtube.com/watch?v=Ulay2FvUEd8&t=26s,TRUE,
Variété française,Vanessa Paradis,La seine,https://www.youtube.com/watch?v=9Z-NbQvhzKM&t=40s,TRUE,
Variété française,Vanessa Paradis,Divine Idylle,https://www.youtube.com/watch?v=3R_6sP_6VWE&t=43s,TRUE,
Variété française,Vianney,Je m'en vais,https://www.youtube.com/watch?v=eLYyCFuPCX8&t=33s,TRUE,
Variété française,Vianney,Pas là,https://www.youtube.com/watch?v=nBI0bDH8W28&t=44s,TRUE,
Variété française,Vianney,Moi aimer toi,https://www.youtube.com/watch?v=wmCeAmBpWoY&t=46s,TRUE,
Variété française,Vitaa,Ça va ça vient,https://www.youtube.com/watch?v=Wz86pFtHZqI&t=46s,TRUE,
Variété française,Vitaa,Avant toi,https://www.youtube.com/watch?v=d6BzCEkGd3I&t=57s,TRUE,
Variété française,Vitaa,Je te le donne,https://www.youtube.com/watch?v=yH-6SoFYkLg&t=63s,TRUE,
Variété française,Zaz,Je veux,https://www.youtube.com/watch?v=0TFNGRYMz1U&t=17s,TRUE,
Variété française,Zaz,On ira,https://www.youtube.com/watch?v=8IjWHBGzsu4&t=46s,TRUE,
Variété française,Zaz,Eblouie par la nuit,https://www.youtube.com/watch?v=KDcgOpUp2nc&t=23s,TRUE,
Variété française,Édith Piaf,"Non, je ne regrette rien",https://www.youtube.com/watch?v=4r454dad7tc&t=14s,TRUE,
Variété française,Édith Piaf,La Vie En Rose,https://www.youtube.com/watch?v=qPU8mENUBXk&t=28s,TRUE,
Variété française,Édith Piaf,Hymne à l'amour,https://www.youtube.com/watch?v=sgBldNsK-xw&t=24s,TRUE,
