Thème,Artiste,Titre,Lien YouTube (démarre à l'extrait joué),On garde,Commentaire / Remplacer par
Années 80,a-ha,Take On Me,https://www.youtube.com/watch?v=djV11Xbc914&t=51s,TRUE,
Années 80,a-ha,The Sun Always Shines on T.V.,https://www.youtube.com/watch?v=a3ir9HC9vYg&t=95s,TRUE,
Années 80,a-ha,Crying in the Rain,https://www.youtube.com/watch?v=h-WPexVEujg&t=48s,TRUE,
Années 80,Alphaville,Forever Young,https://www.youtube.com/watch?v=oNjQXmoxiQ8&t=65s,TRUE,
Années 80,Alphaville,Big In Japan,https://www.youtube.com/watch?v=tl6u2NASUzU&t=34s,TRUE,
Années 80,Alphaville,Sounds Like A Melody,https://www.youtube.com/watch?v=sUz2DK-ucWc&t=27s,TRUE,
Années 80,Billy Idol,Rebel Yell,https://www.youtube.com/watch?v=VdphvuyaV_I&t=26s,TRUE,
Années 80,Billy Idol,White Wedding,https://www.youtube.com/watch?v=AAZQaYKZMTI&t=68s,TRUE,
Années 80,Billy Idol,Dancing With Myself,https://www.youtube.com/watch?v=FG1NrQYXjLU&t=52s,TRUE,
Années 80,Blondie,Heart Of Glass,https://www.youtube.com/watch?v=WGU_4-5RaxU&t=23s,TRUE,
Années 80,Blondie,Call Me,https://www.youtube.com/watch?v=StKVS0eI85I&t=25s,TRUE,
Années 80,Blondie,The Tide Is High,https://www.youtube.com/watch?v=fAb8Q9X2xAc&t=21s,TRUE,
Années 80,Bon Jovi,Livin' On A Prayer,https://www.youtube.com/watch?v=lDK9QqIzhwk&t=68s,TRUE,
Années 80,Bon Jovi,You Give Love A Bad Name,https://www.youtube.com/watch?v=KrZHPOeOxQQ&t=10s,TRUE,
Années 80,Bon Jovi,Wanted Dead Or Alive,https://www.youtube.com/watch?v=SRvCvsRp5ho&t=75s,TRUE,
Années 80,Bonnie Tyler,Total Eclipse of the Heart,https://www.youtube.com/watch?v=lcOxhH8N3Bo&t=40s,TRUE,
Années 80,Bonnie Tyler,Holding Out For A Hero,https://www.youtube.com/watch?v=bWcASV2sey0&t=60s,TRUE,
Années 80,Bonnie Tyler,It's A Heartache,https://www.youtube.com/watch?v=bEOl38y8Nj8&t=18s,TRUE,
Années 80,Bruce Springsteen,Dancing In the Dark,https://www.youtube.com/watch?v=129kuDCQtHs&t=15s,TRUE,
Années 80,Bruce Springsteen,Born in the U.S.A.,https://www.youtube.com/watch?v=EPhWR4d3FJQ&t=28s,TRUE,
Années 80,Bruce Springsteen,I'm On Fire,https://www.youtube.com/watch?v=lrpXArn3hII&t=14s,TRUE,
Années 80,Bryan Adams,Summer Of 69,https://www.youtube.com/watch?v=9f06QZCVUHg&t=18s,TRUE,
Années 80,Bryan Adams,Heaven,https://www.youtube.com/watch?v=3eT464L1YRA&t=74s,TRUE,
Années 80,Bryan Adams,Run To You,https://www.youtube.com/watch?v=nCBASt507WA&t=30s,TRUE,
Années 80,Culture Club,Karma Chameleon,https://www.youtube.com/watch?v=JmcA9LIIXWw&t=48s,TRUE,
Années 80,Culture Club,Do You Really Want To Hurt Me,https://www.youtube.com/watch?v=2nXGPZaTKik&t=58s,TRUE,
Années 80,Culture Club,Time (Clock Of The Heart),https://www.youtube.com/watch?v=8tI1_KlO6xI&t=20s,TRUE,
Années 80,Cyndi Lauper,Girls Just Want To Have Fun,https://www.youtube.com/watch?v=PIb6AZdTr-A&t=44s,TRUE,
Années 80,Cyndi Lauper,Time After Time,https://www.youtube.com/watch?v=VdQY7BusJNU&t=64s,TRUE,
Années 80,Cyndi Lauper,True Colors,https://www.youtube.com/watch?v=LPn0KFlbqX8&t=70s,TRUE,
Années 80,David Bowie,Let's Dance,https://www.youtube.com/watch?v=VbD_kBJc_gI&t=40s,TRUE,
Années 80,David Bowie,Modern Love,https://www.youtube.com/watch?v=HivQqTtiHVw&t=22s,TRUE,
Années 80,David Bowie,China Girl,https://www.youtube.com/watch?v=_YC3sTbAPcU&t=32s,TRUE,
Années 80,Depeche Mode,Enjoy the Silence,https://www.youtube.com/watch?v=aGSKrC7dGcY&t=78s,TRUE,
Années 80,Depeche Mode,Personal Jesus,https://www.youtube.com/watch?v=u1xrNaTO1bI&t=50s,TRUE,
Années 80,Depeche Mode,Just Can't Get Enough,https://www.youtube.com/watch?v=_6FBfAQ-NDE&t=16s,TRUE,
Années 80,Dire Straits,Money For Nothing,https://www.youtube.com/watch?v=wTP2RUD_cL0&t=45s,TRUE,
Années 80,Dire Straits,Walk Of Life,https://www.youtube.com/watch?v=kd9TlGDZGkI&t=12s,TRUE,
Années 80,Dire Straits,Brothers In Arms,https://www.youtube.com/watch?v=jhdFe3evXpk&t=55s,TRUE,
Années 80,Duran Duran,Hungry like the Wolf,https://www.youtube.com/watch?v=oJL-lCzEXgI&t=47s,TRUE,
Années 80,Duran Duran,Rio,https://www.youtube.com/watch?v=nTizYn3-QN0&t=63s,TRUE,
Années 80,Duran Duran,The Reflex,https://www.youtube.com/watch?v=J5ebkj9x5Ko&t=70s,TRUE,
Années 80,"Earth, Wind & Fire",September,https://www.youtube.com/watch?v=Gs069dndIYk&t=14s,TRUE,
Années 80,"Earth, Wind & Fire",Let's Groove,https://www.youtube.com/watch?v=Lrle0x_DHBM&t=18s,TRUE,
Années 80,"Earth, Wind & Fire",Boogie Wonderland,https://www.youtube.com/watch?v=god7hAPv8f0&t=64s,TRUE,
Années 80,Europe,The Final Countdown,https://www.youtube.com/watch?v=9jK-NcRmVcw&t=12s,TRUE,
Années 80,Europe,Carrie,https://www.youtube.com/watch?v=KmWE9UBFwtY&t=58s,TRUE,
Années 80,Europe,Rock The Night,https://www.youtube.com/watch?v=ELtpTBf-pMU&t=52s,TRUE,
Années 80,Eurythmics,Sweet Dreams (Are Made Of This),https://www.youtube.com/watch?v=qeMFqkcPYcg&t=15s,TRUE,
Années 80,Eurythmics,Here Comes The Rain Again,https://www.youtube.com/watch?v=TzFnYcIqj6I&t=28s,TRUE,
Années 80,Eurythmics,There Must Be An Angel,https://www.youtube.com/watch?v=RCdneDxFRYQ&t=55s,TRUE,
Années 80,George Michael,Careless Whisper,https://www.youtube.com/watch?v=izGwDsrQ1eQ&t=12s,TRUE,
Années 80,George Michael,Faith,https://www.youtube.com/watch?v=6Cs3Pvmmv0E&t=28s,TRUE,
Années 80,George Michael,Freedom! '90,https://www.youtube.com/watch?v=diYAc7gB-0A&t=92s,TRUE,
Années 80,INXS,Never Tear Us Apart,https://www.youtube.com/watch?v=AIBv2GEnXlc&t=28s,TRUE,
Années 80,INXS,Need You Tonight,https://www.youtube.com/watch?v=w-rv2BQa2OU&t=20s,TRUE,
Années 80,INXS,New Sensation,https://www.youtube.com/watch?v=azfG5H-pCVg&t=18s,TRUE,
Années 80,Journey,Don't Stop Believin',https://www.youtube.com/watch?v=1k8craCGpgs&t=22s,TRUE,
Années 80,Journey,Separate Ways (Worlds Apart),https://www.youtube.com/watch?v=LatorN4P9aA&t=30s,TRUE,
Années 80,Journey,Any Way You Want It,https://www.youtube.com/watch?v=atxUuldUcfI&t=10s,TRUE,
Années 80,Kool & The Gang,Celebration,https://www.youtube.com/watch?v=3GwjfUFyY6M&t=30s,TRUE,
Années 80,Kool & The Gang,Get Down On It,https://www.youtube.com/watch?v=qchPLaiKocI&t=24s,TRUE,
Années 80,Kool & The Gang,Fresh,https://www.youtube.com/watch?v=sTJ1XwGDcA4&t=28s,TRUE,
Années 80,Lionel Richie,Hello,https://www.youtube.com/watch?v=mHONNcZbwDY&t=56s,TRUE,
Années 80,Lionel Richie,All Night Long (All Night),https://www.youtube.com/watch?v=nqAvFx3NxUM&t=62s,TRUE,
Années 80,Lionel Richie,Dancing On The Ceiling,https://www.youtube.com/watch?v=ovo6zwv6DX4&t=36s,TRUE,
Années 80,Madonna,Like A Prayer,https://www.youtube.com/watch?v=79fzeNUqQbQ&t=36s,TRUE,
Années 80,Madonna,Material Girl,https://www.youtube.com/watch?v=6p-lDYPR2P8&t=52s,TRUE,
Années 80,Madonna,La Isla Bonita,https://www.youtube.com/watch?v=zpzdgmqIHOQ&t=33s,TRUE,
Années 80,Men At Work,Down Under,https://www.youtube.com/watch?v=XfR9iY5y94s&t=44s,TRUE,
Années 80,Men At Work,Who Can It Be Now?,https://www.youtube.com/watch?v=SECVGN4Bsgg&t=16s,TRUE,
Années 80,Men At Work,Overkill,https://www.youtube.com/watch?v=RY7S6EgSlCI&t=26s,TRUE,
Années 80,Michael Jackson,Billie Jean,https://www.youtube.com/watch?v=Zi_XLOBDo_Y&t=29s,TRUE,
Années 80,Michael Jackson,Beat It,https://www.youtube.com/watch?v=oRdxUFDoQe0&t=67s,TRUE,
Années 80,Michael Jackson,Smooth Criminal,https://www.youtube.com/watch?v=sFvENQBc-F8&t=70s,TRUE,
Années 80,Modern Talking,"You're My Heart, You're My Soul",https://www.youtube.com/watch?v=4kHl4FoK1Ys&t=48s,TRUE,
Années 80,Modern Talking,Cheri Cheri Lady,https://www.youtube.com/watch?v=eNvUS-6PTbs&t=46s,TRUE,
Années 80,Modern Talking,Brother Louie,https://www.youtube.com/watch?v=Lp2qcCrdBLA&t=52s,TRUE,
Années 80,Pet Shop Boys,West End Girls,https://www.youtube.com/watch?v=p3j2NYZ8FKs&t=55s,TRUE,
Années 80,Pet Shop Boys,It's A Sin,https://www.youtube.com/watch?v=dRHetRTOD1Q&t=70s,TRUE,
Années 80,Pet Shop Boys,Always On My Mind,https://www.youtube.com/watch?v=bDMCwSP5nf0&t=26s,TRUE,
Années 80,Phil Collins,In The Air Tonight,https://www.youtube.com/watch?v=YkADj0TPrJA&t=40s,TRUE,
Années 80,Phil Collins,Another Day In Paradise,https://www.youtube.com/watch?v=Qt2mbGP6vFI&t=34s,TRUE,
Années 80,Phil Collins,Sussudio,https://www.youtube.com/watch?v=r0qBaBb1Y-U&t=18s,TRUE,
Années 80,Prince,Kiss,https://www.youtube.com/watch?v=H9tEvfIsDyo&t=22s,TRUE,
Années 80,Prince,When Doves Cry,https://www.youtube.com/watch?v=UG3VcCAlUgE&t=33s,TRUE,
Années 80,Prince,Raspberry Beret,https://www.youtube.com/watch?v=l7vRSu_wsNc&t=62s,TRUE,
Années 80,Rick Astley,Never Gonna Give You Up,https://www.youtube.com/watch?v=dQw4w9WgXcQ&t=43s,TRUE,
Années 80,Rick Astley,Together Forever,https://www.youtube.com/watch?v=yPYZpwSpKmA&t=47s,TRUE,
Années 80,Rick Astley,Whenever You Need Somebody,https://www.youtube.com/watch?v=BeyEGebJ1l4&t=25s,TRUE,
Années 80,Roxette,It Must Have Been Love,https://www.youtube.com/watch?v=k2C5TjS2sh4&t=55s,TRUE,
Années 80,Roxette,Listen To Your Heart,https://www.youtube.com/watch?v=yCC_b5WHLX0&t=78s,TRUE,
Années 80,Roxette,The Look,https://www.youtube.com/watch?v=LlVI7ZNiFlI&t=18s,TRUE,
Années 80,Simple Minds,Don't You (Forget About Me),https://www.youtube.com/watch?v=CdqoNKCCt7A&t=30s,TRUE,
Années 80,Simple Minds,Alive And Kicking,https://www.youtube.com/watch?v=ljIQo1OHkTI&t=57s,TRUE,
Années 80,Simple Minds,Belfast Child,https://www.youtube.com/watch?v=7vhhTvcLoRw&t=96s,TRUE,
Années 80,Survivor,Eye Of The Tiger,https://www.youtube.com/watch?v=btPJPFnesV4&t=25s,TRUE,
Années 80,Survivor,Burning Heart,https://www.youtube.com/watch?v=Kc71KZG87X4&t=68s,TRUE,
Années 80,Survivor,The Search Is Over,https://www.youtube.com/watch?v=xELTfJ-ZVBc&t=78s,TRUE,
Années 80,Tears For Fears,Everybody Wants To Rule The World,https://www.youtube.com/watch?v=aGCdLKXNF3w&t=25s,TRUE,
Années 80,Tears For Fears,Shout,https://www.youtube.com/watch?v=Ye7FKc1JQe4&t=28s,TRUE,
Années 80,Tears For Fears,Head Over Heels,https://www.youtube.com/watch?v=CsHiG-43Fzg&t=26s,TRUE,
Années 80,The Bangles,Walk Like an Egyptian,https://www.youtube.com/watch?v=Cv6tuzHUuuk&t=18s,TRUE,
Années 80,The Bangles,Eternal Flame,https://www.youtube.com/watch?v=PSoOFn3wQV4&t=10s,TRUE,
Années 80,The Bangles,Manic Monday,https://www.youtube.com/watch?v=SsmVgoXDq2w&t=14s,TRUE,
Années 80,The Cure,Boys Don't Cry,https://www.youtube.com/watch?v=9GkVhgIeGJQ&t=42s,TRUE,
Années 80,The Cure,Friday I'm In Love,https://www.youtube.com/watch?v=mGgMZpGYiy8&t=48s,TRUE,
Années 80,The Cure,Just Like Heaven,https://www.youtube.com/watch?v=n3nPiBai66M&t=33s,TRUE,
Années 80,The Police,Every Breath You Take,https://www.youtube.com/watch?v=OMOGaugKpzs&t=15s,TRUE,
Années 80,The Police,Roxanne,https://www.youtube.com/watch?v=3T1c7GkzRQQ&t=16s,TRUE,
Années 80,The Police,Message In A Bottle,https://www.youtube.com/watch?v=MbXWrmQW-OE&t=26s,TRUE,
Années 80,Tina Turner,What's Love Got To Do With It,https://www.youtube.com/watch?v=oGpFcHTxjZs&t=54s,TRUE,
Années 80,Tina Turner,The Best,https://www.youtube.com/watch?v=GC5E8ie2pdM&t=50s,TRUE,
Années 80,Tina Turner,Private Dancer,https://www.youtube.com/watch?v=d4QnalIHlVc&t=40s,TRUE,
Années 80,Toto,Africa,https://www.youtube.com/watch?v=FTQbiNvZqaY&t=88s,TRUE,
Années 80,Toto,Hold The Line,https://www.youtube.com/watch?v=htgr3pvBr-I&t=55s,TRUE,
Années 80,Toto,Rosanna,https://www.youtube.com/watch?v=qmOLtTGvsbM&t=60s,TRUE,
Années 80,U2,With Or Without You,https://www.youtube.com/watch?v=ujNeHIo7oTE&t=52s,TRUE,
Années 80,U2,I Still Haven't Found What I'm Looking For,https://www.youtube.com/watch?v=e3-5YC_oHjE&t=30s,TRUE,
Années 80,U2,Where The Streets Have No Name,https://www.youtube.com/watch?v=GzZWSrr5wFI&t=112s,TRUE,
Années 80,Van Halen,Jump,https://www.youtube.com/watch?v=SwYN7mTi6HM&t=12s,TRUE,
Années 80,Van Halen,Panama,https://www.youtube.com/watch?v=fuKDBPw8wQA&t=22s,TRUE,
Années 80,Van Halen,Hot For Teacher,https://www.youtube.com/watch?v=6M4_Ommfvv0&t=48s,TRUE,
Années 80,Wham!,Last Christmas,https://www.youtube.com/watch?v=E8gmARGvPlI&t=25s,TRUE,
Années 80,Wham!,Wake Me Up Before You Go-Go,https://www.youtube.com/watch?v=pIgZ7gMze7A&t=20s,TRUE,
Années 80,Wham!,Club Tropicana,https://www.youtube.com/watch?v=WYX0sjP6Za8&t=32s,TRUE,
Années 80,Whitney Houston,I Wanna Dance With Somebody (Who Loves Me),https://www.youtube.com/watch?v=eH3giaIzONA&t=58s,TRUE,
Années 80,Whitney Houston,Greatest Love Of All,https://www.youtube.com/watch?v=IYzlVDlE72w&t=18s,TRUE,
Années 80,Whitney Houston,One Moment In Time,https://www.youtube.com/watch?v=96aAx0kxVSA&t=66s,TRUE,
Années 80,ZZ Top,Sharp Dressed Man,https://www.youtube.com/watch?v=7wRHBLwpASw&t=24s,TRUE,
Années 80,ZZ Top,Gimme All Your Lovin',https://www.youtube.com/watch?v=Ae829mFAGGE&t=30s,TRUE,
Années 80,ZZ Top,Legs,https://www.youtube.com/watch?v=eUDcTLaWJuo&t=32s,TRUE,
Musiques de films,A Star Is Born,Shallow,https://www.youtube.com/watch?v=bo_efYhYU2A&t=63s,TRUE,
Musiques de films,A Star Is Born,Always Remember Us This Way,https://www.youtube.com/watch?v=5vheNbQlsyU&t=58s,TRUE,
Musiques de films,A Star Is Born,I'll Never Love Again,https://www.youtube.com/watch?v=52nfjRzIaj8&t=60s,TRUE,
Musiques de films,Aladdin,A Whole New World,https://www.youtube.com/watch?v=eitDnP0_83k&t=25s,TRUE,
Musiques de films,Aladdin,Friend Like Me,https://www.youtube.com/watch?v=1at7kKzBYxI&t=20s,TRUE,
Musiques de films,Aladdin,Speechless,https://www.youtube.com/watch?v=mw5VIEIvuMI&t=72s,TRUE,
Musiques de films,Barbie,Dance The Night,https://www.youtube.com/watch?v=OiC1rgCPmUQ&t=50s,TRUE,
Musiques de films,Barbie,I'm Just Ken,https://www.youtube.com/watch?v=ru1LC9lW20Q&t=30s,TRUE,
Musiques de films,Barbie,What Was I Made For?,https://www.youtube.com/watch?v=ML0zd8UAuq8&t=35s,TRUE,
Musiques de films,Black Panther,All The Stars,https://www.youtube.com/watch?v=JQbjS0_ZfJ0&t=22s,TRUE,
Musiques de films,Black Panther,Pray For Me,https://www.youtube.com/watch?v=XR7Ev14vUh8&t=25s,TRUE,
Musiques de films,Black Panther,King's Dead,https://www.youtube.com/watch?v=VwAnsAUYnw4&t=40s,TRUE,
Musiques de films,Bodyguard,I Will Always Love You,https://www.youtube.com/watch?v=3JWTaaS7LdU&t=112s,TRUE,
Musiques de films,Bodyguard,I'm Every Woman,https://www.youtube.com/watch?v=H7_sqdkaAfo&t=22s,TRUE,
Musiques de films,Bodyguard,Run To You,https://www.youtube.com/watch?v=h9rCobRl-ng&t=62s,TRUE,
Musiques de films,Coco,Un Poco Loco,https://www.youtube.com/watch?v=yg8116aeD7E&t=18s,TRUE,
Musiques de films,Coco,Remember Me,https://www.youtube.com/watch?v=E7VPdpEV1m0&t=20s,TRUE,
Musiques de films,Coco,Proud Corazón,https://www.youtube.com/watch?v=sLkDCF_EbqI&t=14s,TRUE,
Musiques de films,Descendants,Rotten to the Core,https://www.youtube.com/watch?v=zGlLe1w3DJM&t=25s,TRUE,
Musiques de films,Descendants,Ways to Be Wicked,https://www.youtube.com/watch?v=lX6g_cm2rM4&t=30s,TRUE,
Musiques de films,Descendants,Queen of Mean,https://www.youtube.com/watch?v=r9o1QS-itsU&t=52s,TRUE,
Musiques de films,Dirty Dancing,(I've Had) The Time Of My Life,https://www.youtube.com/watch?v=4BQLE_RrTSU&t=18s,TRUE,
Musiques de films,Dirty Dancing,Hungry Eyes,https://www.youtube.com/watch?v=2ssCL292DQA&t=25s,TRUE,
Musiques de films,Dirty Dancing,She's Like The Wind,https://www.youtube.com/watch?v=lU9p1WRfA9w&t=34s,TRUE,
Musiques de films,Encanto,We Don't Talk About Bruno,https://www.youtube.com/watch?v=bvWRMAU6V-c&t=22s,TRUE,
Musiques de films,Encanto,Surface Pressure,https://www.youtube.com/watch?v=tQwVKr8rCYw&t=47s,TRUE,
Musiques de films,Encanto,The Family Madrigal,https://www.youtube.com/watch?v=Yp5nPGWWMh4&t=15s,TRUE,
Musiques de films,Fast & Furious,See You Again,https://www.youtube.com/watch?v=RgKAFK5djSk&t=47s,TRUE,
Musiques de films,Fast & Furious,Go Hard or Go Home,https://www.youtube.com/watch?v=D_VRSFpUcp0&t=30s,TRUE,
Musiques de films,Fast & Furious,Get Low,https://www.youtube.com/watch?v=5x4Lwdkxu0c&t=42s,TRUE,
Musiques de films,Fifty Shades,Love Me Like You Do,https://www.youtube.com/watch?v=AJtDXIazrMo&t=58s,TRUE,
Musiques de films,Fifty Shades,Earned It,https://www.youtube.com/watch?v=waU75jdUnYw&t=30s,TRUE,
Musiques de films,Fifty Shades,For You,https://www.youtube.com/watch?v=RQUuqbzQVsY&t=57s,TRUE,
Musiques de films,Footloose,Footloose,https://www.youtube.com/watch?v=ltrMfT4Qz5Y&t=11s,TRUE,
Musiques de films,Footloose,Holding Out For A Hero,https://www.youtube.com/watch?v=bWcASV2sey0&t=72s,TRUE,
Musiques de films,Footloose,Let's Hear It for the Boy,https://www.youtube.com/watch?v=gI7YHZVc7mM&t=17s,TRUE,
Musiques de films,Grease,You're The One That I Want,https://www.youtube.com/watch?v=e__Pp4FxsjU&t=9s,TRUE,
Musiques de films,Grease,Summer Nights,https://www.youtube.com/watch?v=A_J2bcNx3Gw&t=13s,TRUE,
Musiques de films,Grease,Hopelessly Devoted To You,https://www.youtube.com/watch?v=r-3NvDp28U4&t=23s,TRUE,
Musiques de films,High School Musical,We're All In This Together,https://www.youtube.com/watch?v=DykVJl6wr_4&t=25s,TRUE,
Musiques de films,High School Musical,Breaking Free,https://www.youtube.com/watch?v=0qj67KE5VXI&t=68s,TRUE,
Musiques de films,High School Musical,Start of Something New,https://www.youtube.com/watch?v=zBG-sEGlULs&t=30s,TRUE,
Musiques de films,Hunger Games,Safe & Sound,https://www.youtube.com/watch?v=RzhAS_GnJIc&t=30s,TRUE,
Musiques de films,Hunger Games,Yellow Flicker Beat,https://www.youtube.com/watch?v=3PdILZ_1P74&t=55s,TRUE,
Musiques de films,Hunger Games,Atlas,https://www.youtube.com/watch?v=Lh3TokLzzmw&t=45s,TRUE,
Musiques de films,James Bond,Skyfall,https://www.youtube.com/watch?v=DeumyOzKqgI&t=62s,TRUE,
Musiques de films,James Bond,Writing's On The Wall,https://www.youtube.com/watch?v=8jzDnsjYv9A&t=75s,TRUE,
Musiques de films,James Bond,No Time To Die,https://www.youtube.com/watch?v=BboMpayJomw&t=68s,TRUE,
Musiques de films,La Belle et la Bête,Beauty and the Beast,https://www.youtube.com/watch?v=axySrE0Kg6k&t=34s,TRUE,
Musiques de films,La Belle et la Bête,Belle,https://www.youtube.com/watch?v=egQbaDRMxGI&t=12s,TRUE,
Musiques de films,La Belle et la Bête,Gaston,https://www.youtube.com/watch?v=F16O5OAK2K8&t=40s,TRUE,
Musiques de films,La Petite Sirène,Under the Sea,https://www.youtube.com/watch?v=GC_mV1IpjWA&t=27s,TRUE,
Musiques de films,La Petite Sirène,Part of Your World,https://www.youtube.com/watch?v=SXKlJuO07eM&t=30s,TRUE,
Musiques de films,La Petite Sirène,Poor Unfortunate Souls,https://www.youtube.com/watch?v=YxrTRc0P_xs&t=35s,TRUE,
Musiques de films,La Reine des Neiges,Let It Go,https://www.youtube.com/watch?v=YVVTZgwYwVo&t=57s,TRUE,
Musiques de films,La Reine des Neiges,Do You Want to Build a Snowman?,https://www.youtube.com/watch?v=TeQ_TTyLGMs&t=10s,TRUE,
Musiques de films,La Reine des Neiges,Love Is an Open Door,https://www.youtube.com/watch?v=kQDw88hEr2c&t=16s,TRUE,
Musiques de films,Le Fantôme de l'Opéra,The Phantom of the Opera,https://www.youtube.com/watch?v=pgz6PnHkmpY&t=25s,TRUE,
Musiques de films,Le Fantôme de l'Opéra,The Music of the Night,https://www.youtube.com/watch?v=77umP7IRxD4&t=35s,TRUE,
Musiques de films,Le Fantôme de l'Opéra,The Point of No Return,https://www.youtube.com/watch?v=AyyCz9z1s_M&t=30s,TRUE,
Musiques de films,Le Roi Lion,Circle of Life,https://www.youtube.com/watch?v=GibiNy4d4gc&t=12s,TRUE,
Musiques de films,Le Roi Lion,Hakuna Matata,https://www.youtube.com/watch?v=0MxulhivCvI&t=28s,TRUE,
Musiques de films,Le Roi Lion,Can You Feel The Love Tonight,https://www.youtube.com/watch?v=25QyCxVkXwQ&t=30s,TRUE,
Musiques de films,Les Gardiens de la Galaxie,Hooked on a Feeling,https://www.youtube.com/watch?v=NrI-UBIB8Jk&t=16s,TRUE,
Musiques de films,Les Gardiens de la Galaxie,Come and Get Your Love,https://www.youtube.com/watch?v=BA4rSO-h9Io&t=22s,TRUE,
Musiques de films,Les Gardiens de la Galaxie,Mr. Blue Sky,https://www.youtube.com/watch?v=aQUlA8Hcv4s&t=28s,TRUE,
Musiques de films,Les Misérables,Do You Hear the People Sing?,https://www.youtube.com/watch?v=1q82twrdr0U&t=12s,TRUE,
Musiques de films,Les Misérables,I Dreamed A Dream,https://www.youtube.com/watch?v=ulJXiB5i_q0&t=30s,TRUE,
Musiques de films,Les Misérables,One Day More,https://www.youtube.com/watch?v=Sv-BxH3SVS8&t=20s,TRUE,
Musiques de films,Mamma Mia,Dancing Queen,https://www.youtube.com/watch?v=Do8oqR2TR1M&t=28s,TRUE,
Musiques de films,Mamma Mia,Mamma Mia,https://www.youtube.com/watch?v=MFKqiFG6HVs&t=12s,TRUE,
Musiques de films,Mamma Mia,"Money, Money, Money",https://www.youtube.com/watch?v=y6h5BUSo9Vw&t=16s,TRUE,
Musiques de films,Moana,How Far I'll Go,https://www.youtube.com/watch?v=cPAbx5kgCJo&t=52s,TRUE,
Musiques de films,Moana,You're Welcome,https://www.youtube.com/watch?v=79DijItQXMM&t=14s,TRUE,
Musiques de films,Moana,Shiny,https://www.youtube.com/watch?v=93lrosBEW-Q&t=40s,TRUE,
Musiques de films,Mulan,I'll Make a Man Out of You,https://www.youtube.com/watch?v=vGfJeW_CcFY&t=30s,TRUE,
Musiques de films,Mulan,Reflection,https://www.youtube.com/watch?v=RNprQYHenNI&t=55s,TRUE,
Musiques de films,Mulan,Honor To Us All,https://www.youtube.com/watch?v=-1S9pYmpkG8&t=25s,TRUE,
Musiques de films,Pirates des Caraïbes,He's a Pirate,https://www.youtube.com/watch?v=BuYf0taXoNw&t=12s,TRUE,
Musiques de films,Pirates des Caraïbes,Jack Sparrow,https://www.youtube.com/watch?v=JZeNYaTmVP4&t=60s,TRUE,
Musiques de films,Pirates des Caraïbes,Davy Jones,https://www.youtube.com/watch?v=Tjp8cj8Vzyo&t=20s,TRUE,
Musiques de films,Purple Rain,Purple Rain,https://www.youtube.com/watch?v=TvnYmWpD_T8&t=75s,TRUE,
Musiques de films,Purple Rain,When Doves Cry,https://www.youtube.com/watch?v=UG3VcCAlUgE&t=38s,TRUE,
Musiques de films,Purple Rain,Let's Go Crazy,https://www.youtube.com/watch?v=aXJhDltzYVQ&t=45s,TRUE,
Musiques de films,Raiponce,I See the Light,https://www.youtube.com/watch?v=ILRs2r6lcHY&t=62s,TRUE,
Musiques de films,Raiponce,When Will My Life Begin?,https://www.youtube.com/watch?v=kRXmAIHYQR4&t=12s,TRUE,
Musiques de films,Raiponce,Mother Knows Best,https://www.youtube.com/watch?v=-7jWt3JvJto&t=20s,TRUE,
Musiques de films,Rocky,Eye Of The Tiger,https://www.youtube.com/watch?v=btPJPFnesV4&t=47s,TRUE,
Musiques de films,Rocky,Burning Heart,https://www.youtube.com/watch?v=Kc71KZG87X4&t=28s,TRUE,
Musiques de films,Rocky,Gonna Fly Now,https://www.youtube.com/watch?v=AxWejrVYcCg&t=12s,TRUE,
Musiques de films,Saturday Night Fever,Stayin' Alive,https://www.youtube.com/watch?v=fNFzfwLM72c&t=16s,TRUE,
Musiques de films,Saturday Night Fever,Night Fever,https://www.youtube.com/watch?v=-ihs-vT9T3Q&t=33s,TRUE,
Musiques de films,Saturday Night Fever,How Deep Is Your Love,https://www.youtube.com/watch?v=XpqqjU7u5Yc&t=14s,TRUE,
Musiques de films,Shrek,All Star,https://www.youtube.com/watch?v=L_jWHffIx5E&t=9s,TRUE,
Musiques de films,Shrek,I'm A Believer,https://www.youtube.com/watch?v=0mYBSayCsH0&t=10s,TRUE,
Musiques de films,Shrek,Hallelujah,https://www.youtube.com/watch?v=7iDfvoqOhD8&t=52s,TRUE,
Musiques de films,Sister Act,I Will Follow Him,https://www.youtube.com/watch?v=VPpd-6X3tEo&t=38s,TRUE,
Musiques de films,Sister Act,Oh Happy Day,https://www.youtube.com/watch?v=mXPoRnY3r10&t=45s,TRUE,
Musiques de films,Sister Act,Hail Holy Queen,https://www.youtube.com/watch?v=VKi0MV0ZVVo&t=55s,TRUE,
Musiques de films,Spider-Man,Sunflower,https://www.youtube.com/watch?v=ApXoWvfEYVU&t=21s,TRUE,
Musiques de films,Spider-Man,What's Up Danger,https://www.youtube.com/watch?v=nZFNut0RGlQ&t=35s,TRUE,
Musiques de films,Spider-Man,Annihilate,https://www.youtube.com/watch?v=e7RvFZ6XtkI&t=25s,TRUE,
Musiques de films,Star Wars,The Imperial March,https://www.youtube.com/watch?v=-bzWSJG93P8&t=14s,TRUE,
Musiques de films,Star Wars,Star Wars Main Theme,https://www.youtube.com/watch?v=_D0ZQPqeJkk&t=9s,TRUE,
